Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000433147072937283,-0.0560104420122413,0.235023220634512,0,0,0,186.068426983297,5.13366744953187,4.82885339620413E-08,-2.48383948380018E-09,9.61398925705965,0.0555472265211471,8.42705967760061,0,0,0,0,0,0,package://robot_V26/meshes/base_link.STL,0.6,0.6,0.6,1,0,0,0,0,0,0,package://robot_V26/meshes/base_link.STL,,X617C 旋转平台+电机-1/PTN130-10(18)-14-35-50-70-M5-1;X51211.06 机箱加高-1,D1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
platform_link,0.00621557288384057,0.0303445183415779,-0.183382568462776,0,0,0,6.07294405347568,0.0337898340637685,-0.00102088842956734,-7.64193248724239E-06,0.0339585958829543,-5.04855556084014E-05,0.0128636661576432,0,0,0,0,0,0,package://robot_V26/meshes/platform_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_V26/meshes/platform_link.STL,,X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.06 封装钣金1-1;X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.09 手臂安装板2-1;X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.02 手臂安装板-2;X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.03　手臂顶板-1;X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.04　加强板-1;____1-1211-3;J12-1;____1-1211-1;X617A 手臂安装座^X616B　设备细化堆叠（130法兰版本）-1/X616.01　手臂安装底板-1,D2,YY7,joint_platform_D1,revolute,0,0,0,0,0,0,base_link,0,0,-1,100,50,-3.14,3.14,,,,,,,,
Link_A1,0.0169308367894223,0.0125928013215484,0.0768128774242119,0,0,0,0.593525762282562,0.001211740353914,-4.04510751675718E-05,-0.000169403894082202,0.00123597531032555,-0.000126111277061559,0.000561310092473764,0,0,0,0,0,0,package://robot_V26/meshes/Link_A1.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A1.STL,,____2-1211-1,A1,Axis_joint_platform_A1,joint_platform_A1,revolute,0.156472683129336,0.142433967655858,-0.227311716711955,-1.57079632679501,0,-0.826733214100753,platform_link,0,0,1,100,50,-3.14,3.14,,,,,,,,
Link_A2,-0.0126344741529678,-0.151722416547969,0.0226638905008693,0,0,0,0.86418121779446,0.00204291602200734,-0.000117497066496082,3.49972875797524E-05,0.00064232321003002,0.000420166412207833,0.00195279780759874,0,0,0,0,0,0,package://robot_V26/meshes/Link_A2.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A2.STL,,____3-1211-1;____4-1211-1,A2,Axis_A2,joint_platform_A2,revolute,-0.0132108472999706,-0.00983204731723247,0.101999999998849,-1.5707963267949,-1.06818707313174,-0.930882582622158,Link_A1,0,0,1,100,50,-2.26,2.26,,,,,,,,
Link_A3,0.0578270540391275,-0.0144992247222056,0.00266652645528004,0,0,0,0.289645631718229,0.000184905971778833,0.000113389606191271,-0.000140277058410494,0.000608954988576286,3.51374387511307E-05,0.000614182812194689,0,0,0,0,0,0,package://robot_V26/meshes/Link_A3.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A3.STL,,____5-1211-1,A4,Axis_joint_platform_A3,joint_platform_A3,revolute,-0.0212703972736464,-0.255104561293881,0.00352514725879639,0,0,0,Link_A2,0,0,1,100,50,-2.26,2.26,,,,,,,,
Link_A4,0.0168960078739982,-0.00633304042254657,-0.0599615142706841,0,0,0,0.239433776203735,0.000265607042244076,7.64305472317407E-06,4.14131928527047E-05,0.000283077938628801,-1.55624790065709E-05,0.000119899347836856,0,0,0,0,0,0,package://robot_V26/meshes/Link_A4.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A4.STL,,____6-1211-1,A31,J1,joint_platform_A4,revolute,0.124662762966528,-0.0312689999385135,0.013235949944407,-1.5707963267949,-1.21130110529,1.32513220794321,Link_A3,0,0,-1,100,50,-3.14,3.14,,,,,,,,
Link_A5,0.038009420996225,0.0456440435563882,0.00506811024883674,0,0,0,0.21879390742709,0.000249967652296182,-0.000120769330574946,-5.00570636284899E-05,0.000205482026171739,-6.01294716590356E-05,0.000334465809435568,0,0,0,0,0,0,package://robot_V26/meshes/Link_A5.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A5.STL,,____7-1211-1,A5,Axis_joint_platform_A5,joint_platform_A5,revolute,-0.0113606247812901,0.0042683371510126,-0.0814999999999998,1.5707963267949,1.32513220794321,1.21130110529,Link_A4,0,0,1,100,50,-2.2,2.2,,,,,,,,
Link_A6,0.0103201473783717,0.0231563190196556,0.0565997915426926,0,0,0,0.451431232657582,0.00022927173803935,-4.51808436026412E-05,-4.22975637695025E-09,0.000147938161669035,-3.34078039209366E-08,0.000355045117472867,0,0,0,0,0,0,package://robot_V26/meshes/Link_A6.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_A6.STL,,______--____20221108-1211-1;X616.05 夹爪连接板-1;X gemin-305-1;X624.04_底座-2,A6,Axis_joint_platform_A6,joint_platform_A6,revolute,0.0736102642149934,0.0883749191141996,0.0124357145512975,-1.57079646161027,-0.699913541621339,-0.694444981452453,Link_A5,0,0,0.999999999999972,100,50,-6.2,6.2,,,,,,,,
gripper1_joint_L1,0.0193485447750683,0.0118828476099397,0.00284999999999991,0,0,0,0.000941962264171641,3.71698394795775E-09,6.46234853557053E-26,2.68833699079734E-24,3.71698394795775E-09,1.93870456067116E-24,4.66459883925088E-09,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_L1.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_L1.STL,,X624.01_连杆2-6;X624.01_连杆2-5;X624.03_连杆3-3;X624.02_连杆1-5;X624.02_连杆1-6,L_1,Axis_L1,joint_L1,revolute,0.0287436344008424,-0.00953338282129984,0.171668647520541,1.57079661563452,-0.608970776956548,-0.419093504395419,Link_A6,0,0,-1,100,5,-1.5,1.5,,,,,,,,
gripper1_joint_L11,-0.00547756233416546,-0.0220453575041241,0.00234999999999985,0,0,0,0.000941962264171641,3.71698394795776E-09,1.68021061924834E-25,2.06795153138257E-25,3.71698394795776E-09,-1.55096364853693E-25,4.66459883925089E-09,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_L11.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_L11.STL,,X624.01_连杆2-8;X624.01_连杆2-7;X624.02_连杆1-7;X624.03_连杆3-4;X624.02_连杆1-8,L_11,Axis_L11,joint_L11,revolute,-0.0263219176910475,0.0149975228847674,0.171647022948943,-1.57079662537937,0.654311324220914,2.72249913269507,Link_A6,0,0,-1,100,5,-3.14,3.14,,,,,,,,
Link_B1,-0.0210307613582223,-0.0018029682366224,0.0768121445945208,0,0,0,0.593520735842376,0.00118220902268505,-7.13360807959133E-06,0.000210418401826395,0.00126545372417533,1.79133915985154E-05,0.000561301309181966,0,0,0,0,0,0,package://robot_V26/meshes/Link_B1.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B1.STL,,____2-1211-3,B1,Axis_joint_platform_B1,joint_platform_B1,revolute,-0.142473632839857,0.155636147433961,-0.227311716711636,-1.57079632679501,0,0.744063112694143,platform_link,0,0,1,100,50,-3.1,3.1,,,,,,,,
Link_B2,-0.05129234753464,0.143368762266122,-0.022663815567925,0,0,0,0.86418023642289,0.00189155350029881,0.000450453971938174,-0.000142032222820076,0.000793701619531189,0.000396980897230203,0.00195281240968516,0,0,0,0,0,0,package://robot_V26/meshes/Link_B2.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B2.STL,,____3-1211-3;____4-1211-3,B2,Axis_joint_platform_B2,joint_platform_B2,revolute,0.0164025952708852,0.00137401341327159,0.102000000000029,0.0849621690785075,1.5707963267949,0,Link_B1,0,0,1,100,50,-2.26,2.26,,,,,,,,
Link_B3,-0.0445835519365935,0.0396010729673631,0.00266699546761176,0,0,0,0.289639334892493,0.000368538526302153,0.000238752152606206,0.000108127863740364,0.00042530023019444,-9.60150249020287E-05,0.000614165798652773,0,0,0,0,0,0,package://robot_V26/meshes/Link_B3.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B3.STL,,____5-1211-3,B3,Axis_joint_platform_B3,joint_platform_B3,revolute,-0.0862037470031803,0.241063204199487,-0.00352514725905964,3.14159265358979,0,-0.0919224225404343,Link_B2,0,0,1,100,50,-2.26,2.26,,,,,,,,
Link_B4,-0.00734522629108841,0.0164811078491406,-0.0599618100808766,0,0,0,0.239430613356859,0.000282116069340485,8.619121975907E-06,-1.79748327822413E-05,0.000266568837663141,4.04244202966507E-05,0.000119899571670422,0,0,0,0,0,0,package://robot_V26/meshes/Link_B4.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B4.STL,,____6-1211-3,B4,Axis_joint_platform_B4,joint_platform_B4,revolute,-0.0960920462857941,0.0853717682345888,0.013226827485807,1.57079632679491,1.01854263840748,0.844439767031704,Link_B3,0,0,1,100,50,-3.14,3.14,,,,,,,,
Link_B5,0.0113936099776971,0.0581872091852206,0.00506814577202197,0,0,0,0.218793312303163,0.000341452636306923,-4.6320357829731E-05,-1.50283451284409E-05,0.000113994702339846,-7.67811878497607E-05,0.000334463188331327,0,0,0,0,0,0,package://robot_V26/meshes/Link_B5.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B5.STL,,____7-1211-3,B5,Axis_joint_platform_B5,joint_platform_B5,revolute,0.00498093355069423,-0.0110668807595307,-0.0815561902327434,-1.5707963267949,-0.573741362025699,0.418364132516817,Link_B4,0,0,1,100,50,-2.2,2.2,,,,,,,,
Link_B6,-0.00294730022944073,0.0251822049216943,0.0565997798247693,0,0,0,0.451431434138226,0.000247729151832058,1.41219601118001E-05,1.34224418449947E-08,0.00012948082155834,-3.08228001316928E-08,0.000355045211995034,0,0,0,0,0,0,package://robot_V26/meshes/Link_B6.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_B6.STL,,______--____20221108-1211-3;X gemin-305-2;X616.05 夹爪连接板-2;X624.04_底座-4,B6,Axis_joint_platform_B6,joint_platform_B6,revolute,0.0220769553081411,0.112769294031951,0.0124298510263973,-1.5707963267949,0.363602003221376,-0.193504212101692,Link_B5,0,0,1,100,50,-6.2,6.2,,,,,,,,
gripper1_joint_R1,0.0118015077503003,0.0201258898652393,0.00285000000000057,0,0,0,0.000941962264171641,3.71698394795775E-09,-1.55096364853693E-25,-6.20385459414771E-25,3.71698394795775E-09,1.75775880167518E-24,4.66459883925088E-09,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_R1.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_R1.STL,,X624.01_连杆2-13;X624.02_连杆1-13;X624.01_连杆2-14;X624.02_连杆1-14;X624.03_连杆3-7,R_1,Axis_R1,joint_R1,revolute,0.0295907775490525,0.00649223429478463,0.171668646802052,1.5707963267949,-0.182359123558308,0.117102273402236,Link_B6,0,0,-1,100,5,-1.5,1.5,,,,,,,,
gripper1_joint_R11,-0.00514362268148821,0.0221256552968719,0.00235000000000096,0,0,0,0.000941962264171637,3.71698394795773E-09,-5.16987882845642E-26,-6.20385459414771E-25,3.71698394795773E-09,-1.75775880167518E-24,4.66459883925086E-09,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_R11.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://robot_V26/meshes/gripper1_joint_R11.STL,,X624.01_连杆2-15;X624.01_连杆2-16;X624.02_连杆1-16;X624.02_连杆1-15;X624.03_连杆3-8,R_11,Axis_R11,joint_R11,revolute,-0.0302788739118513,-0.000550861324005947,0.171647022251381,1.5707963267949,-0.182359123558308,0.117102273402236,Link_B6,0,0,-1,100,5,-1.5,1.5,,,,,,,,
Link_S1,-0.00111431623367673,-0.000394920204415852,-0.027976557476941,0,0,0,0.106878620604356,7.78786903515349E-05,-1.60681975184578E-08,2.61075287396989E-06,9.22279471336507E-05,2.93084723436218E-07,8.34708373040095E-05,0,0,0,0,0,0,package://robot_V26/meshes/Link_S1.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_S1.STL,,J22__-1,S1,Axis_joint_platform_S1,joint_platform_S1,revolute,0.000433041860730524,0.000398644471470921,-0.39995,0,0,0,platform_link,0,0,1,100,50,-2.68,2.68,,,,,,,,
Link_S2,0.0724194778767879,-0.131936188075807,0.044406043154082,0,0,0,0.203920919386394,0.00128889812936827,0.00066263638005062,-7.91150391912718E-06,0.000642111780427921,3.83146896594997E-07,0.00162755121218312,0,0,0,0,0,0,package://robot_V26/meshes/Link_S2.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V26/meshes/Link_S2.STL,,2____2-1,S2,Axis_joint_platform_S2,joint_platform_S2,revolute,0.0367444027969984,0.00064137593620528,-0.0370499999999101,1.5707963267949,0,-1.5533430342851,Link_S1,0,0,1,100,50,0,3.3,,,,,,,,
